"Package","LibPath","Version","Priority","Depends","Imports","LinkingTo","Suggests","Enhances","License","License_is_FOSS","License_restricts_use","OS_type","MD5sum","NeedsCompilation","Built"
"pryr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.6",NA,"R (>= 3.1.0)","codetools, lobstr, methods, Rcpp (>= 0.11.0), stringr","Rcpp","testthat (>= 0.8.0)",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"ps","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.7.6",NA,"R (>= 3.4)","utils",NA,"callr, covr, curl, pillar, pingr, processx (>= 3.1.0), R6,
rlang, testthat (>= 3.0.0), webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"pspearman","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3-1",NA,NA,NA,NA,NA,NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"purrr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.2",NA,"R (>= 3.5.0)","cli (>= 3.6.1), lifecycle (>= 1.0.3), magrittr (>= 1.5.0),
rlang (>= 1.1.1), vctrs (>= 0.6.3)","cli","covr, dplyr (>= 0.7.8), httr, knitr, lubridate, rmarkdown,
testthat (>= 3.0.0), tibble, tidyselect",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"pvclust","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2-0",NA,"R (>= 2.10.0)",NA,NA,"MASS, parallel",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"qap","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1-2",NA,NA,NA,NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.0"
"qgraph","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.9.8",NA,"R (>= 3.0.0)","Rcpp (>= 1.0.0), methods, grDevices, psych, lavaan, plyr,
Hmisc, igraph, jpeg, png, colorspace, Matrix, corpcor,
reshape2, ggplot2, glasso, fdrtool, gtools, parallel, pbapply,
abind","Rcpp","BDgraph, huge",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"qpdf","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.3",NA,NA,"Rcpp, askpass, curl","Rcpp","testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"qtl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.66",NA,"R (>= 2.14.0)","parallel, graphics, stats, utils, grDevices",NA,"testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"quadprog","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5-8",NA,"R (>= 3.1.0)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"quantmod","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.26",NA,"R (>= 3.2.0), xts(>= 0.9-0), zoo, TTR(>= 0.2), methods","curl, jsonlite(>= 1.1)",NA,"DBI,RMySQL,RSQLite,timeSeries,xml2,downloader",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"quantreg","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","5.97",NA,"R (>= 3.5), stats, SparseM","methods, graphics, Matrix, MatrixModels, survival, MASS",NA,"interp, rgl, logspline, nor1mix, Formula, zoo, R.rsp, conquer",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"questionr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.7.8",NA,"R (>= 3.5.0)","shiny (>= 1.0.5), miniUI, rstudioapi, highr, styler, classInt,
htmltools, graphics, stats, utils, rlang, labelled (>= 2.6.0)",NA,"testthat, roxygen2, dplyr, ggplot2, tidyr, janitor, forcats,
knitr, rmarkdown, survey, Hmisc",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"qvcalc","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.3",NA,NA,NA,NA,"relimp, MASS","psychotools, survival","GPL-2 | GPL-3",NA,NA,NA,NA,"no","4.3.0"
"R.cache","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.16.0",NA,"R (>= 2.14.0)","utils, R.methodsS3 (>= 1.8.1), R.oo (>= 1.24.0), R.utils (>=
2.10.1), digest (>= 0.6.13)",NA,NA,NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.0"
"R.methodsS3","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.8.2",NA,"R (>= 2.13.0)","utils",NA,"codetools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.0"
"R.oo","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.26.0",NA,"R (>= 2.13.0), R.methodsS3 (>= 1.8.2)","methods, utils",NA,"tools",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"R.utils","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.12.3",NA,"R (>= 2.14.0), R.oo","methods, utils, tools, R.methodsS3",NA,"datasets, digest (>= 0.6.10)",NA,"LGPL (>= 2.1)",NA,NA,NA,NA,"no","4.3.1"
"r2d3","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.6",NA,"R (>= 3.1.2)","htmlwidgets (>= 1.2), htmltools, jsonlite, rstudioapi",NA,"knitr, rmarkdown, R6, shiny, shinytest, testthat, webshot",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"R6","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.5.1",NA,"R (>= 3.0)",NA,NA,"testthat, pryr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"ragg","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.0",NA,NA,"systemfonts (>= 1.0.3), textshaping (>= 0.3.0)","systemfonts, textshaping","covr, graphics, grid, testthat (>= 3.0.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rainbow","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.8",NA,"R (>= 4.0.0), MASS, pcaPP","hdrcde, cluster, colorspace, ks, methods",NA,"forecast",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"randomForest","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4.7-1.1",NA,"R (>= 4.1.0), stats",NA,NA,"RColorBrewer, MASS",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"ranger","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.16.0",NA,"R (>= 3.1)","Rcpp (>= 0.11.2), Matrix","Rcpp, RcppEigen","survival, testthat",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.1"
"rappdirs","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.3",NA,"R (>= 3.2)",NA,NA,"roxygen2, testthat (>= 3.0.0), covr, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"rARPACK","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.11-0",NA,NA,"RSpectra",NA,"Matrix (>= 1.1-0)",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"raster","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.6-26",NA,"sp (>= 1.4-5), R (>= 3.5.0)","Rcpp, methods, terra (>= 1.7-29)","Rcpp","ncdf4, igraph, tcltk, parallel, rasterVis, MASS, sf,
tinytest, gstat, fields, exactextractr",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
"rasterVis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.51.6",NA,"R (>= 4.0.0), methods, lattice (>= 0.22-5)","raster (>= 3.4-13), terra (>= 1.7-17), latticeExtra, stats,
utils, parallel, grid, grDevices, RColorBrewer, hexbin, sp (>=
1.0-6), zoo, viridisLite",NA,"rgl, ggplot2, colorspace, dichromat, sf",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"ratelimitr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.1",NA,NA,"assertthat",NA,"testthat, microbenchmark, knitr, rmarkdown, covr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rayimage","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10.0",NA,"R (>= 4.1.0)","Rcpp, png, jpeg, grDevices, grid","Rcpp, RcppArmadillo, progress","magick, testthat (>= 3.0.0)",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.3"
"rayrender","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.32.2",NA,"R (>= 3.0.2)","Rcpp (>= 1.0.0), parallel, magrittr, png, raster, decido,
rayimage (>= 0.10.0), stats, progress, rayvertex (>= 0.10.4),
withr, vctrs, cli, pillar","Rcpp, RcppThread, progress, spacefillr (>= 0.3.0)","sf, spData, dplyr, Rvcg, testthat (>= 3.0.0), tibble",NA,"GPL-3",NA,NA,NA,NA,"yes","4.3.3"
"rayvertex","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10.4",NA,"R (>= 4.1)","Rcpp (>= 1.0.6), grDevices, rayimage (>= 0.10.0), png, digest","Rcpp, spacefillr, RcppThread, rayimage","Rvcg, magick, raster, testthat (>= 3.0.0)",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.3"
"rbibutils","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.2.16",NA,"R (>= 2.10)","utils, tools",NA,"testthat",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"rcdd","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.6",NA,"R (>= 3.0.2)","methods",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"rcmdcheck","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.0",NA,NA,"callr (>= 3.1.1.9000), cli (>= 3.0.0), curl, desc (>= 1.2.0),
digest, pkgbuild, prettyunits, R6, rprojroot, sessioninfo (>=
1.1.1), utils, withr, xopen",NA,"covr, knitr, mockery, processx, ps, rmarkdown, svglite,
testthat, webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"RColorBrewer","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1-3",NA,"R (>= 2.0.0)",NA,NA,NA,NA,"Apache License 2.0",NA,NA,NA,NA,"no","4.3.0"
"rcompanion","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.35",NA,"R (>= 4.1.0)","stats (>= 4.1.0), graphics (>= 4.1.0), boot (>= 1.3-28),
DescTools (>= 0.99.43), multcompView (>= 0.1-8), plyr (>=
1.8.6), coin (>= 1.4-2), lmtest (>= 0.9-38), nortest (>= 1.0-4)",NA,NA,NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"Rcpp","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.12",NA,NA,"methods, utils",NA,"tinytest, inline, rbenchmark, pkgKitten (>= 0.1.2)",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppArmadillo","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.12.8.1.0",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.0), stats, utils, methods","Rcpp","tinytest, Matrix (>= 1.3.0), pkgKitten, reticulate, slam",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"RcppEigen","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.4.0.0",NA,"R (>= 3.6.0)","Rcpp (>= 0.11.0), stats, utils","Rcpp","Matrix, inline, tinytest, pkgKitten, microbenchmark",NA,"GPL (>= 2) | file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"RcppGSL","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.13",NA,NA,"Rcpp (>= 0.11.0), stats","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RcppParallel","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","5.1.7",NA,"R (>= 3.0.2)",NA,NA,"Rcpp, RUnit, knitr, rmarkdown",NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.0"
"RcppProgress","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.4.2",NA,NA,NA,NA,"RcppArmadillo, devtools, roxygen2, testthat",NA,"GPL (>= 3)",NA,NA,NA,NA,"no","4.3.0"
"RcppRoll","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.3.0",NA,"R (>= 2.15.1)","Rcpp","Rcpp","zoo, testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RcppThread","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.7",NA,"R (>= 3.3.0)",NA,NA,"testthat, R.rsp, Rcpp",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"RcppTN","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2-2",NA,"","Rcpp","Rcpp","testthat",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RcppTOML","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.2",NA,"R (>= 3.3.0)","Rcpp (>= 0.11.5)","Rcpp","tinytest",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RcppZiggurat","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.1.6",NA,"R (>= 3.0.0)","Rcpp, parallel, graphics, stats, utils","Rcpp, RcppGSL","rbenchmark, microbenchmark, lattice, knitr, rmarkdown, pinp",NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RCurl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.98-1.14",NA,"R (>= 3.4.0), methods","bitops",NA,"XML",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"Rdpack","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.6",NA,"R (>= 2.15.0), methods","tools, utils, rbibutils (>= 1.3)",NA,"grDevices, testthat, rstudioapi, rprojroot, gbRd",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.1"
"rdryad","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.0",NA,NA,"crul, curl, tibble, hoardr, zip, jsonlite, mime",NA,"testthat, vcr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"readr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.5",NA,"R (>= 3.6)","cli (>= 3.2.0), clipr, crayon, hms (>= 0.4.1), lifecycle (>=
0.2.0), methods, R6, rlang, tibble, utils, vroom (>= 1.6.0)","cpp11, tzdb (>= 0.1.1)","covr, curl, datasets, knitr, rmarkdown, spelling, stringi,
testthat (>= 3.2.0), tzdb (>= 0.1.1), waldo, withr, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"readxl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.3",NA,"R (>= 3.6)","cellranger, tibble (>= 2.0.1), utils","cpp11 (>= 0.4.0), progress","covr, knitr, rmarkdown, testthat (>= 3.1.6), withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"recipes","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.10",NA,"dplyr (>= 1.1.0), R (>= 3.6)","cli, clock (>= 0.6.1), ellipsis, generics (>= 0.1.2), glue,
gower, hardhat (>= 1.3.0), ipred (>= 0.9-12), lifecycle (>=
1.0.3), lubridate (>= 1.8.0), magrittr, Matrix, purrr (>=
1.0.0), rlang (>= 1.1.0), stats, tibble, tidyr (>= 1.0.0),
tidyselect (>= 1.2.0), timeDate, utils, vctrs (>= 0.5.0), withr",NA,"covr, ddalpha, dials (>= 1.2.0), ggplot2, igraph, kernlab,
knitr, modeldata (>= 0.1.1), parsnip (>= 1.2.0), RANN,
RcppRoll, rmarkdown, rpart, rsample, RSpectra, splines2,
testthat (>= 3.0.0), workflows, xml2",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"registry","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.5-1",NA,"R (>= 2.6.0)","utils",NA,NA,NA,"GPL-2",NA,NA,NA,NA,"no","4.3.0"
"relimp","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-5",NA,"R (>= 2.0.0)","stats, utils",NA,"tcltk, nnet, MASS, Rcmdr",NA,"GPL (>= 2)",NA,NA,NA,NA,"no","4.3.0"
"rematch","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.0.0",NA,NA,NA,NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rematch2","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.2",NA,NA,"tibble",NA,"covr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"remotes","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.5.0",NA,"R (>= 3.0.0)","methods, stats, tools, utils",NA,"brew, callr, codetools, covr, curl, git2r (>= 0.23.0), knitr,
mockery, pingr, pkgbuild (>= 1.0.1), rmarkdown, rprojroot,
testthat (>= 3.0.0), webfakes, withr",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rentrez","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.3",NA,"R (>= 2.6.0)","XML, httr (>= 0.5), jsonlite (>= 0.9)",NA,"testthat, knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"renv","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.5",NA,NA,"utils",NA,"BiocManager, cli, covr, cpp11, devtools, gitcreds, jsonlite,
knitr, miniUI, packrat, pak, R6, remotes, reticulate,
rmarkdown, rstudioapi, shiny, testthat, uuid, waldo, yaml,
webfakes",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"repr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.7",NA,"R (>= 3.0.1)","utils, grDevices, htmltools, jsonlite, pillar (>= 1.4.0),
base64enc",NA,"methods, highr, Cairo, stringr, testthat (>= 3.0.0), leaflet","data.table, tibble, htmlwidgets, vegalite, plotly, geojsonio","GPL (>= 3)",NA,NA,NA,NA,"no","4.3.1"
"reprex","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.0",NA,"R (>= 3.6)","callr (>= 3.6.0), cli (>= 3.2.0), clipr (>= 0.4.0), fs, glue,
knitr (>= 1.23), lifecycle, rlang (>= 1.0.0), rmarkdown,
rstudioapi, utils, withr (>= 2.3.0)",NA,"covr, fortunes, miniUI, rprojroot, sessioninfo, shiny,
spelling, styler (>= 1.2.0), testthat (>= 3.0.2)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"reshape","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.8.9",NA,"R (>= 2.6.1)","plyr",NA,NA,NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"reshape2","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.4.4",NA,"R (>= 3.1)","plyr (>= 1.8.1), Rcpp, stringr","Rcpp","covr, lattice, testthat (>= 0.8.0)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"reticulate","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.35.0",NA,"R (>= 3.5)","Matrix, Rcpp (>= 1.0.7), RcppTOML, graphics, here, jsonlite,
methods, png, rappdirs, utils, rlang, withr","Rcpp","callr, knitr, glue, cli, rmarkdown, pillar, testthat",NA,"Apache License 2.0",NA,NA,NA,NA,"yes","4.3.1"
"rex","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.2.1",NA,NA,"lazyeval",NA,"covr, dplyr, ggplot2, Hmisc, knitr, magrittr, rmarkdown,
roxygen2, rvest, stringr, testthat",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rexpokit","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.26.6.14",NA,"R (>= 3.0.2)","stats, Rcpp (>= 0.11.0)","Rcpp (>= 0.11.0)",NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"Rfast","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.1.0",NA,"R (>= 3.5.0), Rcpp (>= 0.12.3), RcppZiggurat, RcppParallel",NA,"Rcpp (>= 0.12.3), RcppArmadillo, RcppParallel","philentropy",NA,"GPL (>= 2.0)",NA,NA,NA,NA,"yes","4.3.1"
"rgbif","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","3.7.9",NA,NA,"xml2, ggplot2, crul (>= 0.7.4), data.table, whisker, magrittr,
jsonlite (>= 1.6), oai (>= 0.2.2), tibble, lazyeval, R6, stats,
wk",NA,"testthat, png, terra, magick, protolite (>= 2.0), sf, vcr (>=
1.2.0), knitr, rmarkdown",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.1"
"rgl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3.1",NA,"R (>= 3.6.0)","graphics, grDevices, stats, utils, htmlwidgets (>= 1.6.0),
htmltools, knitr (>= 1.33), jsonlite (>= 0.9.20), magrittr, R6,
base64enc, mime",NA,"MASS, markdown (>= 1.12), rmarkdown (>= 2.16), deldir (>=
1.0-4), orientlib, lattice, misc3d, magick, plotrix (>= 3.7-3),
tripack, interp, alphashape3d, tcltk, js (>= 1.2), webshot2 (>=
0.1.0), downlit (>= 0.4.0), pkgdown (>= 2.0.0), extrafont,
shiny, manipulateWidget (>= 0.9.0), testthat, crosstalk, V8,
chromote, jpeg, png","waldo","GPL",NA,NA,NA,NA,"yes","4.3.1"
"RgoogleMaps","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.5.1",NA,"R (>= 2.10)","graphics, stats, utils, grDevices, methods, png",NA,"PBSmapping, RColorBrewer, leaflet, jpeg, RCurl",NA,"GPL",NA,NA,NA,NA,"no","4.3.1"
"rio","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.1",NA,"R (>= 3.6)","tools, stats, utils, foreign, haven (>= 1.1.2), curl (>= 0.6),
data.table (>= 1.11.2), readxl (>= 0.1.1), tibble, stringi,
writexl, lifecycle, R.utils",NA,"datasets, bit64, testthat, knitr, magrittr, clipr, fst,
hexView, jsonlite, pzfx, readODS (>= 2.1.0), readr, rmarkdown,
rmatio, xml2 (>= 1.2.0), yaml, qs, arrow (>= 0.17.0)",NA,"GPL-2",NA,NA,NA,NA,"no","4.3.1"
"ritis","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0.0",NA,NA,"solrium (>= 1.1.4), crul (>= 0.9.0), jsonlite, data.table,
tibble",NA,"testthat, webmockr, vcr (>= 0.5.4)",NA,"MIT + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"rjags","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","4-15",NA,"R (>= 2.14.0), coda (>= 0.13)",NA,NA,"tcltk",NA,"GPL (== 2)",NA,NA,NA,NA,"yes","4.3.1"
"rJava","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.0-11",NA,"R (>= 3.6.0), methods",NA,NA,NA,NA,"LGPL-2.1",NA,NA,NA,NA,"yes","4.3.1"
"rjson","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.2.21",NA,"R (>= 4.0.0)",NA,NA,NA,NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.0"
"RJSONIO","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.3-1.9",NA,NA,"methods",NA,NA,NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rlang","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.3",NA,"R (>= 3.5.0)","utils",NA,"cli (>= 3.1.0), covr, crayon, fs, glue, knitr, magrittr,
methods, pillar, rmarkdown, stats, testthat (>= 3.0.0), tibble,
usethis, vctrs (>= 0.2.3), withr","winch","MIT + file LICENSE",NA,NA,NA,NA,"yes","4.3.1"
"rmarkdown","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.26",NA,"R (>= 3.0)","bslib (>= 0.2.5.1), evaluate (>= 0.13), fontawesome (>=
0.5.0), htmltools (>= 0.5.1), jquerylib, jsonlite, knitr (>=
1.43), methods, tinytex (>= 0.31), tools, utils, xfun (>=
0.36), yaml (>= 2.1.19)",NA,"digest, dygraphs, fs, rsconnect, downlit (>= 0.4.0), katex
(>= 1.4.0), sass (>= 0.4.0), shiny (>= 1.6.0), testthat (>=
3.0.3), tibble, vctrs, cleanrmd, withr (>= 2.4.2)",NA,"GPL-3",NA,NA,NA,NA,"no","4.3.1"
"Rmpfr","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.9-5",NA,"gmp (>= 0.6-1), R (>= 3.6.0)","stats, utils, methods",NA,"MASS, Bessel, polynom, sfsmisc (>= 1.1-14)","dfoptim, pracma, DPQ","GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.1"
"rmutil","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","1.1.10",NA,"R (>= 1.4)",NA,NA,NA,NA,"GPL (>= 2)",NA,NA,NA,NA,"yes","4.3.0"
"RMySQL","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.10.27",NA,"R (>= 2.8.0), DBI (>= 0.4)","methods",NA,"testthat, curl",NA,"GPL-2",NA,NA,NA,NA,"yes","4.3.1"
"rncl","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.8.7",NA,"R (>= 3.1.1)","Rcpp (>= 0.11.0), progress (>= 1.1.2), stats","Rcpp, progress","testthat, ape",NA,"BSD_2_clause + file LICENSE",NA,NA,NA,NA,"yes","4.3.0"
"RNeXML","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","2.4.11",NA,"R (>= 3.0.0), ape (>= 3.1), methods (>= 3.0.0)","XML (>= 3.95), plyr (>= 1.8), reshape2 (>= 1.2.2), httr (>=
0.3), uuid (>= 0.1-1), dplyr (>= 0.7.0), tidyr (>= 0.3.1),
stringr (>= 1.0), stringi, xml2, rlang",NA,"spelling, rdflib, geiger (>= 2.0), phytools (>= 0.3.93),
knitr (>= 1.5), rfigshare (>= 0.3.0), knitcitations (>= 1.0.1),
testthat (>= 0.10.0), rmarkdown (>= 0.3.3), xslt, covr,
taxalight, progress",NA,"BSD_3_clause + file LICENSE",NA,NA,NA,NA,"no","4.3.0"
"robust","/Library/Frameworks/R.framework/Versions/4.3-arm64/Resources/library","0.7-4",NA,"fit.models","graphics, stats, utils, lattice, MASS, robustbase, rrcov",NA,NA,NA,"GPL (>= 3)",NA,NA,NA,NA,"yes","4.3.1"
